Review,True Label,VADER,TextBlob,LogReg,SVM,LogReg_Score,SVM_Score,VADER_Score,TextBlob_Score,Real_Rating,Combined_LogReg,Combined_SVM,Combined_VADER,Combined_TextBlob
i wore this for a home event recently and everyone said that i looked sharp in my tuxedo,Positive,Neutral,Negative,Positive,Positive,5,5,3,1,5,5.0,5.0,4.4,3.8
i bought this necklace for my boyfriend he thought i had spent alot of money on this chain this chain is very well made and for the price you cant be it it went well with the pendant i bought for him and its a great deal,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
neck was too big,Positive,Neutral,Neutral,Positive,Positive,5,5,3,3,3,3.5999999999999996,3.5999999999999996,3.0,3.0
the only piece of the costume that wasnt quite as expected was the belt piece its a foam piece with gold paint on one side and it is not attached as it seems to be in the picture therefore it moves around as its worn going either above or below the seam between the skirt and the top i wish this had been a sewn on part of the ensemble otherwise this costume looks great,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
a,Neutral,Neutral,Neutral,Positive,Positive,5,5,3,3,5,5.0,5.0,4.4,4.4
great hat for the money i do agree with other reviewers that it does run small i ordered 12month my daughter is 10 months and it fit perfectly but likely wont work for us all summer,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i wore this dress for a great gatsbythemed party and it did its job  the size large was a good fit for my size 8 body  the dress says the large fits 1012 but it fit me pretty well  i couldnt have imagined the medium fitting me correctly  the quality is okay for what youre paying  the headband kinda sucked but i found something else to go with it,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
bought this to wear to a superhero themed party because of the reviews i bought a size extra small even though i would normally have ordered a small i am glad i did it fit perfectly so i would suggest ordering a size smaller than normal i couldnt be happier with this outfit,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
nice hat the strap is rather short but other than that i find it to be comfortable to wear  it arrived double boxed the inside box was a little small for the hat but it popped back into shape alright just in time for summer,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
love it but it tore up shortly after i got it i ordered two and they both tore at the part that connects to the metal great seller though very prompt,Neutral,Positive,Positive,Positive,Positive,5,5,5,5,3,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.5999999999999996
really cute dress sexy but not slutty made for a super cute flapper costume would buy again,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
cut small and narrow across the front of the shoe,Positive,Negative,Negative,Positive,Positive,5,5,1,1,1,2.2,2.2,1.0,1.0
a decent costume but it runs quite large i am an 8 and the medium was huge on me  take note of the large chested model  if you dont have something similar going on go smaller  in fact women with smaller chests should probably just skip this one,Positive,Positive,Positive,Positive,Positive,5,5,5,5,3,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.5999999999999996
ive been wearing this brand of tuxedo shirt for a number of years and it is a wellmade piece of clothing  my only comment that id like to make is that in order to receive the neck in the proper size i have to order an xl  for which the rest of the shirt is not fitted at all and is quite large  to remedy this it means a trip to the tailor to have a couple of darts placed in the back,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
the costume was ok i ordered a medium but fits like a large i had to fix some of the strings because it wasnt pulled out correctly overall an ok product,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
the 6 yr old loved it and it fit,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i bought this dress for a roaring 20s event and it is very cute and flattering  it is short though so be prepared to wear a slip and pantyhose underneath  i found that the sizing was pretty accurate  i wear a size 6 pant and a size 8 dress and i originally bought the large but it hung like a rag on me  i returned it for the medium size and it fit perfectly if not a little loose  around the middle  definitely a good purchase for me,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
very cute dress arrived really quick,Neutral,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
made well but will only hold a small pack of ciggs i dont smoke i use  this as a tip holder for work i bought a different one last year but it is falling apart so i replaced it with this brand  the zipper compartment wont hold anything its to small,Positive,Negative,Negative,Negative,Negative,1,1,1,1,5,3.8,3.8,3.8,3.8
my daughter is 13 months old but is the size of an 18month old and the 24month fits her with room to grow her head size was 185 inches at her one year appt  she hates the strings and wont let me tie them around her face so i just tied and tucked them behind her head  otherwise it is perfect,Negative,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
the material quality was good and the style was nice however the hat was out of shape when i opened the box it was also a little tight checking their return policy i found that i would have to pay for the return shipping fee which was almost half the price of the hat itself i decided to keep it as a working hat when i do my yard work few days later i received an email from their customer service asking me about how pleased i was with their product i told them i wasnt pleased with the condition of the hat but decided not to return due to high return shipping fee to my surprise they sent me next day a prepaid ups label with which i returned the hat requesting for an exchange yesterday i received the exchange this time they packed the hat snuggly inside a box which was packed inside another larger box with packing paper although it took long time to receive the exchange their customer service is superb i will buy products from them again in the future,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
what more could you ask great price large readable face stylish second hand easy to set get one and start a retro trend in your area,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
lovely accessory for my 9 year old  fits perfect and matches her outfit just right   thank you ,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
so cute i purchased them to wear at a 1980s party the feel great and fits perfectly cant wait for the party to show them off,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i ordered xs and i am 118lb and 5 tall but it was a little tight on my waist but very happy for a costume quality,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
the foam inside the costume cape and head band was a little itchy and uncomfortable but it was really cute,Positive,Positive,Negative,Positive,Positive,5,5,5,1,5,5.0,5.0,5.0,3.8
the costume came without the feather the dress and the headband are fine,Positive,Positive,Positive,Positive,Positive,5,5,5,5,3,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.5999999999999996
its great i cant wait to wear it for halloween,Negative,Positive,Positive,Negative,Negative,1,1,5,5,5,3.8,3.8,5.0,5.0
i recently ordered this costume and deliberately ordered a size larger just in case when i received this item i couldnt even begin to put my arms through i believe the size i received was for a child not an adult,Positive,Neutral,Positive,Positive,Positive,5,5,3,5,1,2.2,2.2,1.6,2.2
great shoes bostonian does it again,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
fits larger then expected,Positive,Neutral,Negative,Positive,Positive,5,5,3,1,3,3.5999999999999996,3.5999999999999996,3.0,2.3999999999999995
the costume looks good but is missing several items that where supposed to be included boot tops tiara bracelets and belt,Negative,Positive,Positive,Negative,Negative,1,1,5,5,1,1.0,1.0,2.2,2.2
item is not hot pink as pictured it is pale pink unhappy customer   they need to be more accurate with pictured photo,Positive,Negative,Negative,Positive,Positive,5,5,1,1,1,2.2,2.2,1.0,1.0
im 57 and these ran too short not one size fits all,Negative,Neutral,Neutral,Neutral,Positive,3,5,3,3,1,1.6,2.2,1.6,1.6
yes they do look sort of costumey but i still think theyre cute and they can work with the right outfit the lace isnt quite perfect but its not very noticeable,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i ordered these rings in size 5 and they were just right i love them they look very pretty and after 1 month of wearing  even when i do the dishes  they havent been tarnished a bit will buy again from gem ave,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
"excellent shirt
 made to exacting detail fits perfectly",Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i needed this shirt for work on a fine dining dinner boat it was exactly what i needed and has served me well for almost a year now i find the material to be of good quality but almost 12 the price of mens warehouse,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
"i think you can buy this or very similar hats in a lot of places but i trusted the reviews on this henschel and am not disappointed  it is nice and lightweight yet durable  and it fits perfectly shading the sun while reducing sweating  and of course it can be folded up and retain its shape  my only regret is that its not quite as stylin as my australian barmah hat think crocidile dundee

while i was looking at a similar brand in a store a 20something woman asked the clerk for an outdoor hat for her husband  the clerk recommended these hats to which she said those  they look like chinese rice farmer hats  so i guess stylin is a relative thing eh  ",Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
the eye patch and earring were exactly as i expected and worked fine  i probably wouldnt use an eye patch againit really messed up my depth perception and gave me a headache this is not the eye patchs fault,Positive,Negative,Positive,Positive,Positive,5,5,1,5,5,5.0,5.0,3.8,5.0
loved to booties purchased for our new baby due next month the size 2 that i got will probably have to be for next year i will have to buy the size 1 for when baby arrives,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
this hat was incredibly great i dont write reviews very often and this hat deserved one i puchase items off the stars and reviews of others so i thought is was important to share too we looked for a long time for a decent hat for my daughters pirate costume and the qualitylookfitand durability could not have been better if your up close you can tell its not real leatherbut from a little distance you dont even notice thatgreat job guys,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
